,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,International total
30080,2022,Cote d'Ivoire,Lebanon,0,9,0,9
30081,2022,India,Lebanon,0,13,0,13
30082,2022,Iran (Islamic Rep. of),Lebanon,33,56,0,89
30083,2022,Iraq,Lebanon,3389,4756,0,8145
30084,2022,Jordan,Lebanon,38,90,0,128
30085,2022,Kenya,Lebanon,5,18,0,23
30086,2022,Kuwait,Lebanon,9,0,0,9
30087,2022,Libya,Lebanon,11,15,0,26
30088,2022,Lebanon,Lebanon,0,0,0,0
30089,2022,Sri Lanka,Lebanon,0,24,0,24
30090,2022,Madagascar,Lebanon,0,13,0,13
30091,2022,Morocco,Lebanon,5,9,0,14
30092,2022,Nigeria,Lebanon,5,75,0,80
30093,2022,Pakistan,Lebanon,6,14,0,20
30094,2022,Philippines,Lebanon,0,33,0,33
30095,2022,Saudi Arabia,Lebanon,7,7,0,14
30096,2022,Sierra Leone,Lebanon,0,5,0,5
30097,2022,Somalia,Lebanon,11,0,0,11
30098,2022,Sudan,Lebanon,745,1641,0,2386
30099,2022,South Sudan,Lebanon,38,0,0,38
30100,2022,Syrian Arab Rep.,Lebanon,831053,0,0,831053
30101,2022,Togo,Lebanon,0,10,0,10
30102,2022,Tunisia,Lebanon,9,0,0,9
30103,2022,Türkiye,Lebanon,8,6,0,14
30104,2022,Ukraine,Lebanon,0,12,0,12
30105,2022,Venezuela (Bolivarian Republic of),Lebanon,0,5,0,5
30106,2022,Yemen,Lebanon,31,98,0,129
30107,2022,Unknown ,Lebanon,0,5,0,5
30108,2022,Cambodia,Lesotho,5,0,0,5
30109,2022,Cameroon,Lesotho,0,13,0,13
30110,2022,Congo,Lesotho,0,5,0,5
30111,2022,Dem. Rep. of the Congo,Lesotho,178,173,0,351
30112,2022,Eritrea,Lesotho,31,45,0,76
30113,2022,Ethiopia,Lesotho,6,11,0,17
30114,2022,Lesotho,Lesotho,0,0,0,0
30115,2022,Nigeria,Lesotho,0,6,0,6
30116,2022,Pakistan,Lesotho,0,5,0,5
30117,2022,Somalia,Lesotho,0,5,0,5
30118,2022,Uganda,Lesotho,9,5,0,14
30119,2022,Zambia,Lesotho,5,0,0,5
30120,2022,Zimbabwe,Lesotho,0,10,0,10
30121,2022,Belarus,Liechtenstein,0,5,0,5
30122,2022,Bosnia and Herzegovina,Liechtenstein,5,0,0,5
30123,2022,China,Liechtenstein,54,0,0,54
30124,2022,Eritrea,Liechtenstein,22,0,0,22
30125,2022,Georgia,Liechtenstein,0,5,0,5
30126,2022,Iran (Islamic Rep. of),Liechtenstein,18,0,0,18
30127,2022,Iraq,Liechtenstein,14,0,0,14
30128,2022,Kazakhstan,Liechtenstein,0,5,0,5
30129,2022,Libya,Liechtenstein,0,5,0,5
30130,2022,North Macedonia,Liechtenstein,0,5,0,5
30131,2022,Morocco,Liechtenstein,0,9,0,9
30132,2022,Russian Federation,Liechtenstein,0,5,0,5
30133,2022,Somalia,Liechtenstein,46,0,0,46
30134,2022,Sudan,Liechtenstein,0,9,0,9
30135,2022,Syrian Arab Rep.,Liechtenstein,65,0,0,65
30136,2022,Tunisia,Liechtenstein,0,5,0,5
30137,2022,Ukraine,Liechtenstein,280,0,0,280
30138,2022,Stateless,Liechtenstein,0,5,0,5
30139,2022,Afghanistan,Sri Lanka,111,5,0,116
30140,2022,Palestinian,Sri Lanka,5,0,0,5
30141,2022,India,Sri Lanka,0,5,0,5
30142,2022,Iran (Islamic Rep. of),Sri Lanka,15,0,0,15
30143,2022,Sri Lanka,Sri Lanka,0,0,8540,0
30144,2022,Maldives,Sri Lanka,0,5,0,5
30145,2022,Myanmar,Sri Lanka,35,0,0,35
30146,2022,Nigeria,Sri Lanka,0,10,0,10
30147,2022,Pakistan,Sri Lanka,551,134,0,685
30148,2022,Sudan,Sri Lanka,5,5,0,10
30149,2022,Yemen,Sri Lanka,14,5,0,19
30150,2022,Stateless,Sri Lanka,0,0,0,0
30151,2022,Afghanistan,Lithuania,238,18,0,256
30152,2022,Azerbaijan,Lithuania,17,0,0,17
30153,2022,Belarus,Lithuania,121,210,0,331
30154,2022,Chile,Lithuania,0,5,0,5
30155,2022,Cameroon,Lithuania,6,0,0,6
30156,2022,Cuba,Lithuania,5,5,0,10
30157,2022,Eritrea,Lithuania,40,0,0,40
30158,2022,Ethiopia,Lithuania,5,0,0,5
30159,2022,Georgia,Lithuania,5,0,0,5
30160,2022,Iran (Islamic Rep. of),Lithuania,14,0,0,14
30161,2022,Iraq,Lithuania,74,0,0,74
30162,2022,Kazakhstan,Lithuania,0,5,0,5
30163,2022,Sri Lanka,Lithuania,10,12,0,22
30164,2022,Nigeria,Lithuania,5,0,0,5
30165,2022,Pakistan,Lithuania,5,0,0,5
30166,2022,Russian Federation,Lithuania,698,67,0,765
30167,2022,Somalia,Lithuania,24,0,0,24
30168,2022,South Sudan,Lithuania,5,0,0,5
30169,2022,Syrian Arab Rep.,Lithuania,479,35,0,514
30170,2022,Tajikistan,Lithuania,87,10,0,97
30171,2022,Türkiye,Lithuania,69,0,0,69
30172,2022,Ukraine,Lithuania,47569,9,0,47578
30173,2022,Uzbekistan,Lithuania,17,0,0,17
30174,2022,Yemen,Lithuania,5,5,0,10
30175,2022,Stateless,Lithuania,37,0,0,37
30176,2022,Afghanistan,Luxembourg,413,189,0,602
30177,2022,Albania,Luxembourg,28,10,0,38
30178,2022,Algeria,Luxembourg,30,15,0,45
30179,2022,Angola,Luxembourg,9,11,0,20
30180,2022,Egypt,Luxembourg,5,5,0,10
30181,2022,Armenia,Luxembourg,5,0,0,5
30182,2022,Azerbaijan,Luxembourg,12,0,0,12
30183,2022,Bhutan,Luxembourg,5,0,0,5
30184,2022,Burkina Faso,Luxembourg,0,5,0,5
30185,2022,Belarus,Luxembourg,0,10,0,10
30186,2022,Bosnia and Herzegovina,Luxembourg,5,6,0,11
30187,2022,China,Luxembourg,7,0,0,7
30188,2022,Cameroon,Luxembourg,36,36,0,72
30189,2022,Dem. Rep. of the Congo,Luxembourg,42,11,0,53
30190,2022,Colombia,Luxembourg,0,30,0,30
30191,2022,Eritrea,Luxembourg,1440,200,0,1640
30192,2022,Ethiopia,Luxembourg,59,48,0,107
30193,2022,Gambia,Luxembourg,6,0,0,6
30194,2022,Georgia,Luxembourg,5,8,0,13
30195,2022,Guinea,Luxembourg,9,0,0,9
30196,2022,Cote d'Ivoire,Luxembourg,5,15,0,20
30197,2022,Iran (Islamic Rep. of),Luxembourg,196,76,0,272
30198,2022,Iraq,Luxembourg,652,97,0,749
30199,2022,Kyrgyzstan,Luxembourg,5,0,0,5
30200,2022,Rep. of Korea,Luxembourg,9,0,0,9
30201,2022,Kuwait,Luxembourg,0,6,0,6
30202,2022,Libya,Luxembourg,5,21,0,26
30203,2022,Lebanon,Luxembourg,0,15,0,15
30204,2022,Sri Lanka,Luxembourg,5,0,0,5
30205,2022,Mali,Luxembourg,0,5,0,5
30206,2022,Morocco,Luxembourg,5,5,0,10
30207,2022,Montenegro,Luxembourg,6,5,0,11
30208,2022,Myanmar,Luxembourg,0,5,0,5
30209,2022,Niger,Luxembourg,0,5,0,5
30210,2022,Nigeria,Luxembourg,10,8,0,18
30211,2022,Pakistan,Luxembourg,0,5,0,5
30212,2022,Russian Federation,Luxembourg,30,22,0,52
30213,2022,Rwanda,Luxembourg,8,5,0,13
30214,2022,El Salvador,Luxembourg,0,9,0,9
30215,2022,Serbia and Kosovo: S/RES/1244 (1999),Luxembourg,97,5,0,102
30216,2022,Senegal,Luxembourg,5,9,0,14
30217,2022,Somalia,Luxembourg,60,32,0,92
30218,2022,Sudan,Luxembourg,55,42,0,97
30219,2022,Syrian Arab Rep.,Luxembourg,2049,537,0,2586
30220,2022,United Rep. of Tanzania,Luxembourg,0,5,0,5
30221,2022,Tajikistan,Luxembourg,0,5,0,5
30222,2022,Turkmenistan,Luxembourg,5,0,0,5
30223,2022,Togo,Luxembourg,8,7,0,15
30224,2022,Tunisia,Luxembourg,7,18,0,25
30225,2022,Türkiye,Luxembourg,139,49,0,188
30226,2022,Uganda,Luxembourg,5,0,0,5
30227,2022,Ukraine,Luxembourg,4259,10,0,4269
30228,2022,Venezuela (Bolivarian Republic of),Luxembourg,5,151,0,156
30229,2022,Yemen,Luxembourg,28,7,0,35
30230,2022,Stateless,Luxembourg,94,0,0,94
30231,2022,Unknown ,Luxembourg,0,30,0,30
30232,2022,Afghanistan,Latvia,147,46,0,193
30233,2022,Egypt,Latvia,5,0,0,5
30234,2022,Azerbaijan,Latvia,11,12,0,23
30235,2022,Belarus,Latvia,102,23,0,125
30236,2022,China,Latvia,5,0,0,5
30237,2022,Eritrea,Latvia,35,0,0,35
30238,2022,Palestinian,Latvia,7,0,0,7
30239,2022,Iran (Islamic Rep. of),Latvia,17,0,0,17
30240,2022,Iraq,Latvia,44,12,0,56
30241,2022,Kazakhstan,Latvia,5,0,0,5
30242,2022,Kyrgyzstan,Latvia,5,0,0,5
30243,2022,Lebanon,Latvia,5,0,0,5
30244,2022,Sri Lanka,Latvia,5,13,0,18
30245,2022,Morocco,Latvia,0,5,0,5
30246,2022,Pakistan,Latvia,0,5,0,5
30247,2022,Russian Federation,Latvia,62,38,0,100
30248,2022,Somalia,Latvia,5,0,0,5
30249,2022,Syrian Arab Rep.,Latvia,317,0,0,317
30250,2022,Tajikistan,Latvia,5,5,0,10
30251,2022,Türkiye,Latvia,31,0,0,31
30252,2022,Ukraine,Latvia,34256,5,0,34261
30253,2022,Uzbekistan,Latvia,12,6,0,18
30254,2022,Stateless,Latvia,0,0,0,0
30255,2022,Afghanistan,Madagascar,19,0,0,19
30256,2022,Burundi,Madagascar,5,0,0,5
30257,2022,Congo,Madagascar,0,5,0,5
30258,2022,Dem. Rep. of the Congo,Madagascar,11,0,0,11
30259,2022,Guinea,Madagascar,6,0,0,6
30260,2022,Madagascar,Madagascar,0,0,0,0
30261,2022,Pakistan,Madagascar,125,87,0,212
30262,2022,Syrian Arab Rep.,Madagascar,5,0,0,5
30263,2022,Yemen,Madagascar,14,12,0,26
30264,2022,Benin,Mauritania,0,8,0,8
30265,2022,Burkina Faso,Mauritania,17,92,0,109
30266,2022,Central African Rep.,Mauritania,651,109,0,760
30267,2022,Chad,Mauritania,0,13,0,13
30268,2022,China,Mauritania,5,0,0,5
30269,2022,Cameroon,Mauritania,18,150,0,168
30270,2022,Congo,Mauritania,7,19,0,26
30271,2022,Dem. Rep. of the Congo,Mauritania,31,30,0,61
30272,2022,Ethiopia,Mauritania,8,8,0,16
30273,2022,Gambia,Mauritania,0,8,0,8
30274,2022,Palestinian,Mauritania,78,35,0,113
30275,2022,Ghana,Mauritania,0,9,0,9
30276,2022,Guinea,Mauritania,18,198,0,216
30277,2022,Cote d'Ivoire,Mauritania,274,201,0,475
30278,2022,Iraq,Mauritania,24,0,0,24
30279,2022,Liberia,Mauritania,7,24,0,31
30280,2022,Libya,Mauritania,8,5,0,13
30281,2022,Lebanon,Mauritania,0,30,0,30
30282,2022,Mali,Mauritania,86315,2668,0,88983
30283,2022,Niger,Mauritania,5,37,0,42
30284,2022,Nigeria,Mauritania,13,100,0,113
30285,2022,Russian Federation,Mauritania,11,0,0,11
30286,2022,Rwanda,Mauritania,0,5,0,5
30287,2022,Senegal,Mauritania,118,229,0,347
30288,2022,Sierra Leone,Mauritania,0,189,0,189
30289,2022,Somalia,Mauritania,5,5,0,10
30290,2022,Sudan,Mauritania,13,36,0,49
30291,2022,Syrian Arab Rep.,Mauritania,381,183,0,564
30292,2022,Togo,Mauritania,17,157,0,174
30293,2022,Türkiye,Mauritania,5,15,0,20
30294,2022,Western Sahara,Mauritania,26000,0,0,26000
30295,2022,Yemen,Mauritania,45,29,0,74
30296,2022,Congo,North Macedonia,5,0,0,5
30297,2022,Iraq,North Macedonia,0,5,0,5
30298,2022,Morocco,North Macedonia,0,5,0,5
30299,2022,Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,251,0,0,251
30300,2022,Syrian Arab Rep.,North Macedonia,0,0,0,0
30301,2022,Türkiye,North Macedonia,0,5,0,5
30302,2022,Ukraine,North Macedonia,1174,0,0,1174
30303,2022,Stateless,North Macedonia,0,0,0,0
30304,2022,Iraq,Monaco,5,0,0,5
30305,2022,Viet Nam,Monaco,7,0,0,7
30306,2022,Syrian Arab Rep.,Monaco,5,0,0,5
30307,2022,Afghanistan,Rep. of Moldova,17,9,0,26
30308,2022,Algeria,Rep. of Moldova,0,25,0,25
30309,2022,Egypt,Rep. of Moldova,5,5,0,10
30310,2022,Armenia,Rep. of Moldova,118,7,0,125
30311,2022,Australia,Rep. of Moldova,5,0,0,5
30312,2022,Austria,Rep. of Moldova,8,0,0,8
30313,2022,Azerbaijan,Rep. of Moldova,709,57,0,766
30314,2022,Belgium,Rep. of Moldova,5,0,0,5
30315,2022,Belarus,Rep. of Moldova,66,7,0,73
30316,2022,Bulgaria,Rep. of Moldova,175,0,0,175
30317,2022,Canada,Rep. of Moldova,13,0,0,13
30318,2022,China,Rep. of Moldova,72,5,0,77
30319,2022,Cameroon,Rep. of Moldova,0,5,0,5
30320,2022,Cuba,Rep. of Moldova,0,8,0,8
30321,2022,Ecuador,Rep. of Moldova,0,5,0,5
30322,2022,Finland,Rep. of Moldova,5,0,0,5
30323,2022,France,Rep. of Moldova,18,0,0,18
30324,2022,Palestinian,Rep. of Moldova,5,0,0,5
30325,2022,United Kingdom of Great Britain and Northern Ireland,Rep. of Moldova,21,0,0,21
30326,2022,Georgia,Rep. of Moldova,144,24,0,168
30327,2022,Germany,Rep. of Moldova,33,0,0,33
30328,2022,Greece,Rep. of Moldova,16,0,0,16
30329,2022,Hungary,Rep. of Moldova,8,0,0,8
30330,2022,India,Rep. of Moldova,0,33,0,33
30331,2022,Ireland,Rep. of Moldova,10,0,0,10
30332,2022,Iran (Islamic Rep. of),Rep. of Moldova,0,16,0,16
30333,2022,Iraq,Rep. of Moldova,17,24,0,41
30334,2022,Israel,Rep. of Moldova,86,19,0,105
30335,2022,Italy,Rep. of Moldova,33,0,0,33
30336,2022,Jordan,Rep. of Moldova,0,5,0,5
30337,2022,Japan,Rep. of Moldova,5,0,0,5
30338,2022,Kazakhstan,Rep. of Moldova,27,0,0,27
30339,2022,Kyrgyzstan,Rep. of Moldova,21,5,0,26
30340,2022,Libya,Rep. of Moldova,5,0,0,5
30341,2022,Lebanon,Rep. of Moldova,8,7,0,15
30342,2022,Lithuania,Rep. of Moldova,7,0,0,7
30343,2022,Latvia,Rep. of Moldova,13,0,0,13
30344,2022,Martinique,Rep. of Moldova,0,361,0,361
30345,2022,Netherlands,Rep. of Moldova,5,0,0,5
30346,2022,Nigeria,Rep. of Moldova,0,57,0,57
30347,2022,Pakistan,Rep. of Moldova,0,5,0,5
30348,2022,Philippines,Rep. of Moldova,0,5,0,5
30349,2022,Poland,Rep. of Moldova,13,0,0,13
30350,2022,Portugal,Rep. of Moldova,6,0,0,6
30351,2022,Romania,Rep. of Moldova,804,5,0,809
30352,2022,Russian Federation,Rep. of Moldova,664,56,0,720
30353,2022,Spain,Rep. of Moldova,10,0,0,10
30354,2022,Viet Nam,Rep. of Moldova,0,89,0,89
30355,2022,Sudan,Rep. of Moldova,9,0,0,9
30356,2022,Sweden,Rep. of Moldova,5,0,0,5
30357,2022,Switzerland,Rep. of Moldova,5,0,0,5
30358,2022,Syrian Arab Rep.,Rep. of Moldova,166,46,0,212
30359,2022,Tajikistan,Rep. of Moldova,23,5,0,28
30360,2022,Turkmenistan,Rep. of Moldova,23,9,0,32
30361,2022,Tunisia,Rep. of Moldova,0,56,0,56
30362,2022,Türkiye,Rep. of Moldova,182,30,0,212
30363,2022,Ukraine,Rep. of Moldova,75762,7108,0,82870
30364,2022,United States of America,Rep. of Moldova,69,0,0,69
30365,2022,Uzbekistan,Rep. of Moldova,45,11,0,56
30366,2022,Yemen,Rep. of Moldova,11,0,0,11
30367,2022,Zimbabwe,Rep. of Moldova,0,8,0,8
30368,2022,Stateless,Rep. of Moldova,0,0,0,0
30369,2022,Afghanistan,Mexico,5,62,0,67
30370,2022,Albania,Mexico,8,0,0,8
30371,2022,Algeria,Mexico,5,5,0,10
30372,2022,Angola,Mexico,13,1054,0,1067
30373,2022,Egypt,Mexico,5,17,0,22
30374,2022,Argentina,Mexico,5,237,0,242
30375,2022,Benin,Mexico,5,31,0,36
30376,2022,Bangladesh,Mexico,10,119,0,129
30377,2022,Burkina Faso,Mexico,17,97,0,114
30378,2022,Belarus,Mexico,0,5,0,5
30379,2022,Bolivia (Plurinational State of),Mexico,0,43,0,43
30380,2022,Brazil,Mexico,264,4845,0,5109
30381,2022,Belize,Mexico,28,57,0,85
30382,2022,Cambodia,Mexico,24,47,0,71
30383,2022,Canada,Mexico,0,23,0,23
30384,2022,Central African Rep.,Mexico,0,5,0,5
30385,2022,Chad,Mexico,0,8,0,8
30386,2022,China,Mexico,5,32,0,37
30387,2022,Chile,Mexico,489,6623,0,7112
30388,2022,Cameroon,Mexico,30,568,0,598
30389,2022,Congo,Mexico,25,130,0,155
30390,2022,Dem. Rep. of the Congo,Mexico,75,662,0,737
30391,2022,Colombia,Mexico,560,2611,0,3171
30392,2022,Costa Rica,Mexico,41,153,0,194
30393,2022,Cuba,Mexico,4226,18011,0,22237
30394,2022,Cabo Verde,Mexico,0,5,0,5
30395,2022,Dominica,Mexico,0,14,0,14
30396,2022,Dominican Rep.,Mexico,37,749,0,786
30397,2022,Ecuador,Mexico,62,610,0,672
30398,2022,Equatorial Guinea,Mexico,0,9,0,9
30399,2022,Eritrea,Mexico,7,108,0,115
30400,2022,Ethiopia,Mexico,6,36,0,42
30401,2022,French Guiana,Mexico,7,81,0,88
30402,2022,Finland,Mexico,0,5,0,5
30403,2022,France,Mexico,0,21,0,21
30404,2022,Gambia,Mexico,0,29,0,29
30405,2022,Palestinian,Mexico,5,8,0,13
30406,2022,United Kingdom of Great Britain and Northern Ireland,Mexico,0,5,0,5
30407,2022,Germany,Mexico,0,13,0,13
30408,2022,Ghana,Mexico,45,599,0,644
30409,2022,Guinea-Bissau,Mexico,0,14,0,14
30410,2022,Guatemala,Mexico,3609,6421,0,10030
30411,2022,Guinea,Mexico,45,235,0,280
30412,2022,Guyana,Mexico,0,30,0,30
30413,2022,Haiti,Mexico,4465,50867,0,55332
30414,2022,Honduras,Mexico,35755,48563,0,84318
30415,2022,Cote d'Ivoire,Mexico,6,44,0,50
30416,2022,India,Mexico,14,87,0,101
30417,2022,Iran (Islamic Rep. of),Mexico,41,14,0,55
30418,2022,Iraq,Mexico,44,9,0,53
30419,2022,Israel,Mexico,0,19,0,19
30420,2022,Italy,Mexico,0,10,0,10
30421,2022,Jamaica,Mexico,7,22,0,29
30422,2022,Kazakhstan,Mexico,0,49,0,49
30423,2022,Kyrgyzstan,Mexico,8,24,0,32
30424,2022,Rep. of Korea,Mexico,0,5,0,5
30425,2022,Liberia,Mexico,0,5,0,5
30426,2022,Saint Lucia,Mexico,0,5,0,5
30427,2022,Lebanon,Mexico,0,7,0,7
30428,2022,Sri Lanka,Mexico,20,27,0,47
30429,2022,Mauritania,Mexico,7,86,0,93
30430,2022,Mali,Mexico,5,69,0,74
30431,2022,Morocco,Mexico,5,15,0,20
30432,2022,Mozambique,Mexico,0,5,0,5
30433,2022,Nepal,Mexico,0,17,0,17
30434,2022,Niger,Mexico,0,5,0,5
30435,2022,Nicaragua,Mexico,1850,7123,0,8973
30436,2022,Nigeria,Mexico,48,173,0,221
30437,2022,Pakistan,Mexico,12,53,0,65
30438,2022,Panama,Mexico,63,156,0,219
30439,2022,Paraguay,Mexico,0,7,0,7
30440,2022,Peru,Mexico,39,241,0,280
30441,2022,Poland,Mexico,0,7,0,7
30442,2022,Portugal,Mexico,5,7,0,12
30443,2022,Romania,Mexico,7,5,0,12
30444,2022,South Africa,Mexico,0,15,0,15
30445,2022,Russian Federation,Mexico,44,179,0,223
30446,2022,Rwanda,Mexico,0,5,0,5
30447,2022,El Salvador,Mexico,13531,12284,0,25815
30448,2022,Senegal,Mexico,0,1282,0,1282
30449,2022,Sierra Leone,Mexico,12,93,0,105
30450,2022,Somalia,Mexico,5,70,0,75
30451,2022,Spain,Mexico,5,23,0,28
30452,2022,Sudan,Mexico,0,19,0,19
30453,2022,Suriname,Mexico,0,8,0,8
30454,2022,Syrian Arab Rep.,Mexico,35,37,0,72
30455,2022,Tajikistan,Mexico,0,9,0,9
30456,2022,Togo,Mexico,19,110,0,129
30457,2022,Trinidad and Tobago,Mexico,5,5,0,10
30458,2022,Türkiye,Mexico,8,8,0,16
30459,2022,Uganda,Mexico,0,45,0,45
30460,2022,Ukraine,Mexico,20,114,0,134
30461,2022,Uruguay,Mexico,14,58,0,72
30462,2022,United States of America,Mexico,46,128,0,174
30463,2022,Uzbekistan,Mexico,0,64,0,64
30464,2022,Venezuela (Bolivarian Republic of),Mexico,18761,13468,0,32229
30465,2022,Yemen,Mexico,25,77,0,102
30466,2022,Stateless,Mexico,0,0,0,0
30467,2022,Burundi,Mali,17,0,0,17
30468,2022,Bangladesh,Mali,0,32,0,32
30469,2022,Burkina Faso,Mali,22052,0,0,22052
30470,2022,Central African Rep.,Mali,1172,228,0,1400
30471,2022,Chad,Mali,0,5,0,5
30472,2022,Cameroon,Mali,6,6,0,12
30473,2022,Congo,Mali,32,15,0,47
30474,2022,Dem. Rep. of the Congo,Mali,267,34,0,301
30475,2022,Eritrea,Mali,5,0,0,5
30476,2022,Guinea,Mali,0,12,0,12
30477,2022,Cote d'Ivoire,Mali,488,41,0,529
30478,2022,Mauritania,Mali,14950,0,0,14950
30479,2022,Mali,Mali,0,0,377519,0
30480,2022,Niger,Mali,13585,0,0,13585
30481,2022,Nigeria,Mali,0,5,0,5
30482,2022,Pakistan,Mali,11,0,0,11
30483,2022,Rwanda,Mali,19,0,0,19
30484,2022,Syrian Arab Rep.,Mali,24,433,0,457
30485,2022,Togo,Mali,30,0,0,30
30486,2022,Türkiye,Mali,22,5,0,27
30487,2022,Afghanistan,Malaysia,1858,1209,0,3067
30488,2022,Algeria,Malaysia,0,15,0,15
30489,2022,Egypt,Malaysia,18,83,0,101
30490,2022,Australia,Malaysia,0,5,0,5
30491,2022,Bangladesh,Malaysia,43,21,0,64
30492,2022,Cambodia,Malaysia,74,12,0,86
30493,2022,Central African Rep.,Malaysia,5,0,0,5
30494,2022,China,Malaysia,46,8,0,54
30495,2022,Cameroon,Malaysia,11,23,0,34
30496,2022,Dem. Rep. of the Congo,Malaysia,10,0,0,10
30497,2022,Eritrea,Malaysia,25,10,0,35
30498,2022,Ethiopia,Malaysia,12,12,0,24
30499,2022,Palestinian,Malaysia,249,538,0,787
30500,2022,United Kingdom of Great Britain and Northern Ireland,Malaysia,0,7,0,7
30501,2022,Guinea,Malaysia,12,19,0,31
30502,2022,Cote d'Ivoire,Malaysia,5,0,0,5
30503,2022,India,Malaysia,5,19,0,24
30504,2022,Indonesia,Malaysia,926,86,0,1012
30505,2022,Iran (Islamic Rep. of),Malaysia,273,146,0,419
30506,2022,Iraq,Malaysia,414,790,0,1204
30507,2022,Jordan,Malaysia,5,5,0,10
30508,2022,Liberia,Malaysia,22,8,0,30
30509,2022,Libya,Malaysia,14,13,0,27
30510,2022,Lebanon,Malaysia,5,0,0,5
30511,2022,Sri Lanka,Malaysia,797,864,0,1661
30512,2022,Mali,Malaysia,5,0,0,5
30513,2022,Myanmar,Malaysia,123282,37247,0,160529
30514,2022,Nepal,Malaysia,9,0,0,9
30515,2022,Nigeria,Malaysia,5,41,0,46
30516,2022,Pakistan,Malaysia,4059,2618,0,6677
30517,2022,Philippines,Malaysia,13,11,0,24
30518,2022,Russian Federation,Malaysia,6,0,0,6
30519,2022,Sierra Leone,Malaysia,9,30,0,39
30520,2022,Somalia,Malaysia,2273,1014,0,3287
30521,2022,Sudan,Malaysia,190,115,0,305
30522,2022,South Sudan,Malaysia,32,24,0,56
30523,2022,Syrian Arab Rep.,Malaysia,474,2868,0,3342
30524,2022,Thailand,Malaysia,26,24,0,50
30525,2022,Uganda,Malaysia,6,15,0,21
30526,2022,United States of America,Malaysia,0,8,0,8
30527,2022,Uzbekistan,Malaysia,0,7,0,7
30528,2022,Yemen,Malaysia,370,3473,0,3843
30529,2022,Zimbabwe,Malaysia,5,5,0,10
30530,2022,Stateless,Malaysia,0,0,0,0
30531,2022,Burundi,Malawi,5760,6960,0,12720
30532,2022,Dem. Rep. of the Congo,Malawi,23629,10464,0,34093
30533,2022,Eritrea,Malawi,0,7,0,7
30534,2022,Ethiopia,Malawi,9,76,0,85
30535,2022,Cote d'Ivoire,Malawi,5,0,0,5
30536,2022,Mozambique,Malawi,0,5,0,5
30537,2022,Rwanda,Malawi,2687,4948,0,7635
30538,2022,Somalia,Malawi,90,70,0,160
30539,2022,South Sudan,Malawi,5,0,0,5
30540,2022,United Rep. of Tanzania,Malawi,0,6,0,6
30541,2022,Türkiye,Malawi,31,24,0,55
30542,2022,Uganda,Malawi,0,16,0,16
30543,2022,Zimbabwe,Malawi,0,8,0,8
30544,2022,Afghanistan,Mongolia,0,5,0,5
30545,2022,China,Mongolia,5,0,0,5
30546,2022,Mongolia,Mongolia,0,0,0,0
30547,2022,Stateless,Mongolia,0,0,0,0
30548,2022,Afghanistan,Morocco,12,5,0,17
30549,2022,Algeria,Morocco,10,13,0,23
30550,2022,Angola,Morocco,0,6,0,6
30551,2022,Egypt,Morocco,5,11,0,16
30552,2022,Burundi,Morocco,8,0,0,8
30553,2022,Benin,Morocco,0,6,0,6
30554,2022,Bangladesh,Morocco,0,40,0,40
30555,2022,Burkina Faso,Morocco,7,37,0,44
30556,2022,Central African Rep.,Morocco,604,507,0,1111
30557,2022,Chad,Morocco,5,85,0,90
30558,2022,Cameroon,Morocco,178,816,0,994
30559,2022,Congo,Morocco,16,62,0,78
30560,2022,Dem. Rep. of the Congo,Morocco,187,169,0,356
30561,2022,Eritrea,Morocco,42,41,0,83
30562,2022,Ethiopia,Morocco,0,13,0,13
30563,2022,Gabon,Morocco,0,8,0,8
30564,2022,Gambia,Morocco,0,145,0,145
30565,2022,Palestinian,Morocco,90,177,0,267
30566,2022,Ghana,Morocco,0,11,0,11
30567,2022,Guinea-Bissau,Morocco,0,65,0,65
30568,2022,Guinea,Morocco,158,2484,0,2642
30569,2022,Cote d'Ivoire,Morocco,365,922,0,1287
30570,2022,Iraq,Morocco,128,8,0,136
30571,2022,Jordan,Morocco,0,5,0,5
30572,2022,Liberia,Morocco,6,47,0,53
30573,2022,Libya,Morocco,51,10,0,61
30574,2022,Lebanon,Morocco,5,38,0,43
30575,2022,Sri Lanka,Morocco,0,5,0,5
30576,2022,Mauritania,Morocco,7,15,0,22
30577,2022,Mali,Morocco,60,790,0,850
30578,2022,Niger,Morocco,5,13,0,18
30579,2022,Nigeria,Morocco,27,397,0,424
30580,2022,Pakistan,Morocco,16,5,0,21
30581,2022,Senegal,Morocco,111,1248,0,1359
30582,2022,Sierra Leone,Morocco,0,65,0,65
30583,2022,Somalia,Morocco,25,15,0,40
30584,2022,Sudan,Morocco,130,1197,0,1327
30585,2022,South Sudan,Morocco,42,392,0,434
30586,2022,Syrian Arab Rep.,Morocco,5250,0,0,5250
30587,2022,Togo,Morocco,0,13,0,13
30588,2022,Tunisia,Morocco,5,0,0,5
30589,2022,Türkiye,Morocco,5,30,0,35
30590,2022,Yemen,Morocco,19,1179,0,1198
30591,2022,Angola,Mozambique,5,0,0,5
30592,2022,Burundi,Mozambique,909,8306,0,9215
30593,2022,Central African Rep.,Mozambique,0,8,0,8
30594,2022,Congo,Mozambique,15,36,0,51
30595,2022,Dem. Rep. of the Congo,Mozambique,2984,7699,0,10683
